"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"risksetROC","risksetROC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.4",NA,"R (>= 1.6.1), survival, MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"riskSimul","riskSimul","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"Runuran",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.2.4"
"RISmed","RISmed","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1.5",NA,"R (>= 2.8.0), methods",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"Ritc","Ritc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"minpack.lm",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rite","rite","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3.4",NA,NA,"tcltk, tcltk2, RCurl, tools, knitr, markdown",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RItools","RItools","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-13",NA,"R (>= 2.2.0), stats, methods, graphics, utils","grDevices, SparseM, abind, xtable, svd",NA,"testthat, MASS, RSVGTipsDevice","optmatch","GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"riv","riv","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-4",NA,"MASS, rrcov, quantreg",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rivernet","rivernet","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"riverplot","riverplot","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5",NA,NA,NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","3.2.4"
"rivervis","rivervis","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.46.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"Rivivc","Rivivc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9",NA,"signal, compiler",NA,NA,"graphics",NA,"GPL (>= 3)",NA,NA,NA,NA,NA,"3.2.4"
"rivr","rivr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 3.1.2), utils, graphics","Rcpp (>= 0.11.3)","Rcpp","dplyr, ggplot2, knitr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"RJaCGH","RJaCGH","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.4",NA,"R (>= 2.13)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"RJafroc","RJafroc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.1",NA,"tools, xlsx, ggplot2, stringr, utils, stats, shiny",NA,NA,"knitr",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rJava","rJava","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9-8",NA,"R (>= 2.5.0), methods",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"RJDBC","RJDBC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-5",NA,"methods, DBI, rJava (>= 0.4-15), R (>= 2.4.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rje","rje","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.9",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"r.jive","r.jive","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"R(>= 2.10.0)","SpatioTemporal, gplots, graphics, stats",NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"Rjpstatdb","Rjpstatdb","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"methods, RCurl, XML",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RJSDMX","RJSDMX","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5",NA,"R (>= 2.12.0), rJava (>= 0.8-8), zoo (>= 1.6-4)",NA,NA,NA,NA,"EUPL",NA,NA,NA,NA,"no","3.2.4"
"rjson","rjson","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.15",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"RJSONIO","RJSONIO","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3-0",NA,NA,"methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"rjstat","rjstat","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.1",NA,NA,"jsonlite (>= 0.9.8), assertthat",NA,"testthat (>= 0.8), reshape (>= 0.7)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rJython","rJython","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0-4",NA,"rJava (>= 0.8-1), rjson (>= 0.1.9)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"rkafka","rkafka","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"rJava,RUnit,rkafkajars",NA,NA,NA,NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rkafkajars","rkafkajars","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"rJava","RUnit",NA,NA,NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"RKEA","RKEA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0-6",NA,NA,"RKEAjars (>= 5.0-1), rJava (>= 0.6-3), tm",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RKEAjars","RKEAjars","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","5.0-1",NA,NA,"rJava (>= 0.6-3)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RKEEL","RKEEL","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.6",NA,"R (>= 3.0)","R6, XML, doParallel, foreach, gdata, RKEELjars (>= 1.0.10),
RKEELdata (>= 1.0.2)",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"RKEELdata","RKEELdata","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.2",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"RKEELjars","RKEELjars","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.11",NA,NA,"downloader",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"RKlout","RKlout","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,"RCurl",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rknn","rknn","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2-1",NA,"R (>= 2.14), gmp (>= 0.5-5)",NA,NA,"Hmisc, Biobase, genefilter, golubEsets, chemometrics",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"Rknots","Rknots","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3.1",NA,"R (>= 2.14.0), methods, rgl, rSymPy, bio3d",NA,NA,"knitr",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rkt","rkt","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rkvo","rkvo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"R (>= 3.1.0)","Rcpp (>= 0.11)","Rcpp",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"Rlab","Rlab","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.15.1",NA,"R (>= 2.10), utils",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"Rlabkey","Rlabkey","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1.129",NA,"RCurl, rjson (>= 0.1.3)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"yes","3.2.4"
"rLakeAnalyzer","rLakeAnalyzer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.7.6",NA,NA,"plyr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rleafmap","rleafmap","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,"R (>= 3.0.0)","knitr (>= 1.5), sp, raster, methods, grDevices, graphics,
utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rlecuyer","rlecuyer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3-4",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"rLiDAR","rLiDAR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"R (>= 3.1.2)","spatstat,sp,deldir,plyr,raster,geometry,rgl,bitops",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rlist","rlist","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4.6",NA,"R (>= 2.15)","yaml, jsonlite, XML, data.table",NA,"testthat, stringdist, pipeR",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rlm","rlm","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"Rlof","Rlof","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.1",NA,"R (>= 2.14.0), doParallel, foreach",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"RLogicalOps","RLogicalOps","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,NA,"stringr, rstackdeque",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"RLRsim","RLRsim","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.1-2",NA,"R (>= 2.14.0)","Rcpp (>= 0.11.1), lme4 (>= 1.1), mgcv, nlme","Rcpp",NA,"SemiPar","GPL",NA,NA,NA,NA,"yes","3.2.4"
"rLTP","rLTP","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.2",NA,"R (>= 3.0.2),RCurl",NA,NA,NA,NA,"LGPL",NA,NA,NA,NA,"yes","3.2.4"
"RM2","RM2","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0",NA,"R (>= 2.7.1), msm",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,NA,"3.2.4"
"rmaf","rmaf","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.0.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RMallow","RMallow","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"combinat",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"Rmalschains","Rmalschains","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-2",NA,"Rcpp (>= 0.9.10)",NA,"Rcpp","inline",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"RMark","RMark","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1.14",NA,"R (>= 2.13.0), snowfall","parallel, matrixcalc, msm, coda",NA,"lattice, splines, nlme, plotrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rmarkdown","rmarkdown","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.5",NA,"R (>= 3.0)","tools, utils, grDevices, knitr (>= 1.11), yaml (>= 2.1.5),
htmltools (>= 0.2.4), caTools",NA,"shiny (>= 0.11), tufte, testthat, digest",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"R.matlab","R.matlab","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.5.0",NA,"R (>= 2.14.0)","methods, utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.20.0),
R.utils (>= 2.2.0)",NA,"Matrix, SparseM",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.2.4"
"RMAWGEN","RMAWGEN","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3.0",NA,"R (>= 2.10),chron,date,vars,methods",NA,NA,"RgoogleMaps",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RMC","RMC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"rmdformats","rmdformats","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,NA,"knitr, rmarkdown, htmltools, questionr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rmeta","rmeta","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.16",NA,"grid",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"rmetasim","rmetasim","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.4.1",NA,"ape, ade4, gtools",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"R.methodsS3","R.methodsS3","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.7.1",NA,"R (>= 2.13.0)","utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.2.4"
"rminer","rminer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4.1",NA,"kknn","methods, plotrix, lattice, nnet, pls, MASS, mda, rpart,
randomForest, adabag, party, Cubist, kernlab, e1071",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"Rmisc","Rmisc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5",NA,"lattice, plyr",NA,NA,"latticeExtra, Hmisc, stats4",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"Rmixmod","Rmixmod","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.3",NA,"R(>= 2.12.0), Rcpp(>= 0.8.0), methods, stats, graphics",NA,"Rcpp",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"RmixmodCombi","RmixmodCombi","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R(>= 3.0.2), Rmixmod(>= 2.0.1), Rcpp(>= 0.8.0), methods,
graphics",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"RMixpanel","RMixpanel","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-1",NA,"R (>= 3.2.0)","digest, jsonlite, uuid, RCurl",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"RMKdiscrete","RMKdiscrete","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"stats, R (>= 2.15.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"rmngb","rmngb","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6-1",NA,NA,"Hmisc",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"RMOA","RMOA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"RMOAjars (>= 1.0), rJava (>= 0.6-3), methods",NA,NA,"ff",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"RMOAjars","RMOAjars","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.6.0)","rJava (>= 0.6-3)",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"RMongo","RMongo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.25",NA,"R(>= 2.14.1), rJava, methods",NA,NA,"RUnit",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rmongodb","rmongodb","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.8.0",NA,"R (>= 2.10)","jsonlite, plyr",NA,"RUnit, knitr",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","3.2.4"
"rmp","rmp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"RMRAINGEN","RMRAINGEN","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 3.0), copula, RGENERATE,RMAWGEN,blockmatrix,Matrix",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rms","rms","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","4.4-2",NA,"Hmisc (>= 3.17-1), survival (>= 2.37-6), lattice, ggplot2,
SparseM","methods, quantreg, nlme (>= 3.1-123), rpart, polspline,
multcomp",NA,"boot, tcltk",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"rms.gof","rms.gof","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"RMTstat","RMTstat","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3",NA,NA,NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rnaseqWrapper","rnaseqWrapper","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-1",NA,"ecodist, gplots, gtools",NA,NA,"topGO,seqinr,DESeq",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"RnavGraphImageData","RnavGraphImageData","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.3",NA,"R (>= 2.10.0)",NA,NA,"RnavGraph",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RNaviCell","RNaviCell","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,"R (>= 2.14.0), RCurl, RJSONIO","methods",NA,NA,NA,"LGPL-2.1 | file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"RNCBIEUtilsLibs","RNCBIEUtilsLibs","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9",NA,"R (>= 2.9.0), rJava (>= 0.8)","methods",NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"RNCEP","RNCEP","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.7",NA,"R (>= 2.10), maps","RColorBrewer, abind, fields, fossil, tgp, tcltk, graphics, sp",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rncl","rncl","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6.0",NA,"R (>= 3.1.1)","Rcpp (>= 0.11.0)","Rcpp","testthat, ape",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"RND","RND","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 3.0.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RndTexExams","RndTexExams","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.1",NA,"R (>= 3.2.3)","tools, stringr, stringi, data.table",NA,"knitr, rmarkdown, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rneos","rneos","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3-1",NA,"R (>= 2.10.0), methods, RCurl, XML, stats",NA,NA,"XMLRPC",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rnetcarto","rnetcarto","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.4",NA,NA,NA,NA,"testthat, knitr, rmarkdown, igraph",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"RNetLogo","RNetLogo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-2",NA,"R (>= 3.2.2), rJava (>= 0.9-8), igraph",NA,NA,"parallel",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RNewsflow","RNewsflow","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"tm, igraph, Matrix","plyr, slam, scales, wordcloud, data.table, methods",NA,"knitr, rmarkdown, RTextTools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rngSetSeed","rngSetSeed","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3-2",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"rngtools","rngtools","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.4",NA,"R (>= 3.0.0), methods, pkgmaker (>= 0.20)","stringr, digest",NA,"parallel, RUnit, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rngWELL","rngWELL","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.10-4",NA,"R (>= 2.6.0)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"rngwell19937","rngwell19937","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6-0",NA,NA,NA,NA,NA,NA,"file LICENSE",NA,"yes",NA,NA,"yes","3.2.4"
"RNiftyReg","RNiftyReg","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.2.0",NA,NA,"Rcpp (>= 0.11.0), ore, splines, stats, utils","Rcpp, RcppEigen","jpeg, png, mmand, testthat (>= 0.11.0)","oro.nifti","GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"rNMF","rNMF","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5.0",NA,"R (>= 2.14.0)","nnls, knitr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rnn","rnn","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.0",NA,"R (>= 3.2.2)",NA,NA,"testthat, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"ROAuth","ROAuth","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.6",NA,"R (>= 2.12.0)","RCurl, digest, methods",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","3.2.4"
"RobAStBase","RobAStBase","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9",NA,"R(>= 2.14.0), methods, rrcov, distr(>= 2.5.2), distrEx(>=
2.4), distrMod(>= 2.5.2), RandVar(>= 0.9.2)",NA,NA,"ROptEst, RUnit (>= 0.4.26)",NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"robCompositions","robCompositions","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.0",NA,"R (>= 2.10), robustbase, ggplot2, data.table, pls","e1071, cvTools, rrcov, GGally, MASS, sROC, VIM",NA,"knitr",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"robcor","robcor","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-6",NA,"R (>= 2.10.0), stats",NA,NA,"MASS, robustbase, sfsmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"robeth","robeth","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.7",NA,"R (>= 2.9.2)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"robfilter","robfilter","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","4.1",NA,"R (>= 2.5.0), robustbase, MASS, lattice",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"RobPer","RobPer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.1",NA,"robustbase, quantreg, splines, BB, rgenoud",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.2.4"
"robreg3S","robreg3S","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3",NA,"GSE, MASS","robustbase",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RobRex","RobRex","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9",NA,"R (>= 2.14.0), ROptRegTS(>= 0.9)",NA,NA,NA,NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"RobRSVD","RobRSVD","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"RObsDat","RObsDat","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","15.08",NA,"R (>= 2.11.0), methods, zoo","spacetime, xts, DBI, vwr, e1071, sp",NA,"RSQLite, testthat, RColorBrewer, maptools, SSOAP, XML,
geonames",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"robumeta","robumeta","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.6",NA,"grid",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"robust","robust","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4-16",NA,"fit.models, MASS, lattice, robustbase, rrcov, stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"RobustAFT","RobustAFT","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4-1",NA,"R (>= 2.9.2), robustbase, stats, graphics, survival",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"robustbase","robustbase","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.92-5",NA,"R (>= 3.0.2)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"robustDA","robustDA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"MASS, mclust, Rsolnp",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RobustEM","RobustEM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.15.0)","mvtnorm,e1071,ggplot2,ellipse, doParallel,grid, foreach",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"robustfa","robustfa","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-5",NA,"rrcov, R (>= 2.15.0)","methods, stats4, stats",NA,"grid, lattice, cluster, mclust, MASS, ellipse",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"robustgam","robustgam","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.7",NA,"Rcpp (>= 0.9.13), RcppArmadillo (>= 0.3.4.4) , mgcv (>=
1.7-20), robustbase (>= 0.9-3)",NA,"Rcpp, RcppArmadillo",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
